Artists,Title,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
J. Cole ,ATM,2UciqgwVDwro0fev3MFbxJ,0.772,0.498,8,-7.661,1,0.649,0.115,0.0,0.0898,0.351,81.817
Yeat ,Outsidë,6OSjW5fVkuBeBdJ7mAzDyE,0.744,0.445,11,-6.899,1,0.0679,0.00251,0.000661,0.117,0.374,74.946
Drake ,4422,2fkeWbM6iqTw7oGHTYm2lw,0.609,0.229,11,-12.36,0,0.0333,0.558,0.0413,0.113,0.19,111.887
Trippie Redd ,The Nether,0uw1EGttVgA5YKsrvP4RnI,0.739,0.325,7,-8.934,1,0.162,0.217,0.0,0.124,0.139,73.002
Summer Walker ,My Affection,2aSM4sbNN7cSmpYOG0sf46,0.632,0.495,7,-8.335,1,0.143,0.333,0.0,0.0941,0.233,77.083
Sia ,Mountains,0HCDvbGNsigLpkzCDwpKVr,0.625,0.601,1,-7.766,1,0.0285,0.39,0.0348,0.0894,0.195,85.967
XXXTENTACION ,School Shooters,0DWrG09StYVhLbeNLwAJ5w,0.774,0.681,10,-5.313,0,0.283,0.397,0.0,0.106,0.55,138.149
The Weeknd ,A Tale By Quincy,759ndr57jb0URg4j9YSWml,0.447,0.513,5,-8.67,0,0.127,0.679,2.98e-05,0.096,0.572,67.289
Hotel Ugly ,Shut up My Moms Calling,3hxIUxnT27p5WcmjGUXNwx,0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419
Kygo ,Born To Be Yours,0WVAQaxrT0wsGEG4BCVSn2,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011
Post Malone ,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098
One Direction ,Change Your Ticket,2skzofTV9Ys3eN70pghEHL,0.59,0.944,10,-4.323,1,0.0499,0.00154,0.0,0.322,0.596,103.991
Brett Eldredge ,Somethin' I'm Good At,6DRsEO5yuEGBF87qpyMB4d,0.574,0.937,5,-4.34,1,0.112,0.0453,0.0,0.242,0.446,103.006
Thomas Rhett ,That Old Truck,0kjnvAqQvdjN69aDTGlceq,0.601,0.635,1,-7.248,1,0.032,0.388,2.02e-05,0.187,0.629,93.466
Lil Pump ,Fasho Fasho,1oEnImXo4QjmRzyoZn7yze,0.884,0.547,11,-9.124,1,0.185,0.197,0.0,0.178,0.486,139.977
DaBaby ,XXL,4LH1gsNA3wUS6QKkGZoJN8,0.914,0.655,6,-5.333,0,0.294,0.00245,0.0,0.0817,0.705,143.975
Panic! At The Disco ,Hallelujah,6TzJLISIitIzn1WtjDY0Op,0.578,0.886,11,-4.348,1,0.0633,0.011,0.0,0.143,0.615,80.008
Luke Combs ,Ain't Far From It,14OiDZVhNtthziMLFViHoU,0.513,0.955,8,-4.168,1,0.066,0.0014,0.0,0.0463,0.582,152.003
Chance the Rapper ,Child of God,4N7NekylBrZjnGQmitWo6k,0.459,0.439,0,-13.148,0,0.179,0.848,0.0189,0.109,0.369,165.998
KONGOS ,Come with Me Now,2kWowW0k4oFymhkr7LmvzO,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987
Jason Derulo ,Tip Toe,2z4pcBLQXF2BXKFvd0BuB6,0.845,0.709,10,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.062
Kygo ,Like It Is,3frUvGrmGcay91lvFbOgsN,0.794,0.728,1,-6.759,1,0.114,0.121,8.82e-06,0.227,0.36,105.024
Jhené Aiko ,One Way St.,00FmWWD8FpB1Ph6nPPw1bC,0.384,0.598,10,-8.216,0,0.153,0.168,0.0,0.61,0.365,82.455
Bobby Shmurda ,Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879
Nas ,Rare,465eCPwUAz2qz7IdQaxUui,0.498,0.851,8,-5.496,1,0.326,0.132,4.21e-06,0.529,0.518,78.025
Run The Jewels ,pulling the pin,1gBCZXAL6VsDBpl8cLi8Dd,0.468,0.763,9,-6.826,0,0.268,0.291,1.22e-06,0.204,0.223,101.096
21 Savage ,Special,7rErmb9ztCh29H8nWmavQz,0.892,0.321,1,-12.813,1,0.427,0.146,1.97e-05,0.116,0.333,136.003
Zac Brown Band ,Loving You Easy,5mhW03yGpDpkYHs9aZaxSE,0.721,0.585,1,-4.184,1,0.0276,0.0143,2.42e-06,0.0682,0.355,99.0
A$AP Rocky ,CALLDROPS,1wGYcpJZ59rePkNu4zHmLu,0.514,0.403,5,-11.101,1,0.128,0.897,0.051,0.136,0.463,127.818
KIDS SEE GHOSTS ,Freeee (Ghost Town Pt. 2),7GRTrWsP3yo2Fx8umJfA1X,0.334,0.81,9,-4.855,0,0.0632,0.00457,0.0,0.158,0.306,151.643
Ozuna ,Unica,33b2wX9d0kxqxhi7lcsC1A,0.653,0.859,0,-3.048,1,0.0449,0.212,0.0,0.111,0.706,174.038
Playboi Carti ,Slay3r,1eMNW1HQjF1dbb4GtnmpaX,0.885,0.661,4,-5.062,0,0.141,0.165,0.0,0.334,0.436,140.028
Dan + Shay ,"10,000 Hours",2wrJq5XKLnmhRXHIAf9xBa,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991
Lorde ,Homemade Dynamite,7rdUtXasA973gmrr2Xxh3E,0.781,0.548,0,-4.997,0,0.0764,0.229,0.0,0.127,0.175,106.996
Zedd ,Get Low,2syQ0f4SAQdzvlAewPl1DJ,0.718,0.926,1,-3.511,1,0.0494,0.027,1.76e-05,0.0513,0.54,108.018
The Neighbourhood ,Cry Baby,0EfsDEYaSjGYd66Pr881nq,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033
Thomas Rhett ,Leave Right Now,0wyja8xD9cNhDtfuY0dVMP,0.515,0.587,4,-7.136,1,0.0383,0.00662,0.0,0.14,0.361,148.044
Migos ,Time For Me,0hfaWJEQfbiX7PnZNAzN1r,0.57,0.51,8,-9.668,0,0.327,0.131,0.0,0.332,0.315,87.417
Lil Baby ,We Should,5ixKkLQSriCQakDWbdW8qD,0.562,0.604,9,-7.498,0,0.197,0.326,0.0,0.416,0.562,83.355
6LACK ,Pretty Little Fears,4at3d5QWnlibMVN75ECDrp,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099
Halsey ,Eyes Closed,2WQn7Yvs728KZmmY6tgWqH,0.581,0.684,1,-4.962,0,0.0429,0.0179,1.93e-05,0.0849,0.0397,129.966
Isaiah Rashad ,Headshots (4r Da Locals),0xta6Gah3inmeHbj0e3F9a,0.894,0.615,3,-6.269,1,0.0826,0.0308,0.00921,0.309,0.661,120.0
Juice WRLD ,Sometimes,3i6sCTU7ENlnHpHvrHUitW,0.674,0.58,8,-4.866,1,0.0311,0.0609,0.0,0.159,0.0759,121.987
Luis Fonsi ,Échame La Culpa,0mlAOSILGRys2IbvyOT5VJ,0.733,0.897,0,-3.652,1,0.0389,0.0391,0.0,0.117,0.649,96.006
Young Thug ,Yea Yea Yea,4tiWuxeSX1GbeBPt8osI6Z,0.867,0.413,7,-8.487,0,0.465,0.353,0.0,0.117,0.54,98.035
Machine Gun Kelly ,Home,0OI7AFifLSoGzpb8bdBLLV,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034
Bankrol Hayden ,Costa Rica,3tdjTdCCgKtwacsICCtPZZ,0.89,0.53,9,-9.891,1,0.362,0.165,0.0,0.106,0.644,127.889
Pop Smoke ,Paranoia,3QqJ44HiM84iyZS0G2IKIP,0.568,0.646,2,-4.369,0,0.219,0.231,0.0,0.12,0.24,143.877
Young Stoner Life ,Came Out,0DVIjaENXsZIVNVJGbUIGt,0.901,0.596,8,-6.063,1,0.0511,0.0256,0.0,0.107,0.356,119.907
Ms. Lauryn Hill ,Doo Wop (That Thing),0uEp9E98JB5awlA084uaIg,0.535,0.505,2,-8.926,0,0.245,0.0393,0.0,0.0923,0.495,99.935
Zedd ,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01
Iggy Azalea ,Heavy Crown,1FO03aL21QcvllpoCMN4kM,0.686,0.592,9,-4.781,1,0.0555,0.224,0.0,0.108,0.269,76.708
NLE Choppa ,Shotta Flow (Feat. Blueface) [Remix],5BJMeoCXXgbRAWfp6fTulr,0.894,0.511,2,-4.768,1,0.421,0.0251,0.0,0.14,0.567,120.077
Khalid ,Motion,65DzdjRWH35DNsBZBjW523,0.554,0.61,0,-7.229,1,0.0804,0.0982,0.0812,0.561,0.497,80.948
Pop Smoke ,Invincible,792HwhrdO3ErRKL5yRe4Ge,0.548,0.732,11,-5.652,0,0.336,0.125,0.0,0.269,0.612,142.791
JACKBOYS ,GANG GANG,6uJONCdr2rC65BNmCnTBWK,0.859,0.6,7,-4.63,0,0.301,0.071,0.0,0.353,0.568,123.017
Kacey Musgraves ,there is a light,3kHeg5ydATqMcRJmeTfw71,0.646,0.73,2,-7.185,0,0.0374,0.271,0.013,0.11,0.293,120.982
BTS ,Film out,3UHPGOkUcE4hE7sqBF4Snt,0.499,0.709,10,-6.404,1,0.134,0.296,0.0,0.331,0.314,164.032
Jeezy ,American Dream,2j8MsmmNqmc6UBEA54KOlY,0.64,0.849,2,-5.684,1,0.153,0.058,0.0,0.303,0.64,76.983
Lil Baby ,Bruised Up,31murAnT3JbrHlOy7smT8b,0.586,0.682,4,-4.659,0,0.27,0.134,0.0,0.117,0.105,120.455
BROCKHAMPTON ,THUG LIFE,2c09gumRCmu3qmbcqdQbUN,0.576,0.74,0,-6.195,1,0.0854,0.274,3e-06,0.0948,0.37,159.959
Offset ,Underrated,1vf9F2n3KbuMQrTq36QLJH,0.941,0.501,8,-8.337,1,0.32,0.242,0.0,0.114,0.412,105.965
The 1975 ,Nana,1JmLA5HZ7Wp7L8DNctLpUW,0.681,0.283,5,-11.496,1,0.0296,0.781,0.00371,0.114,0.221,111.05
Kanye West ,Facts (Charlie Heat Version),3MnbXlC1N7GdS9M8HzA6no,0.777,0.662,1,-3.761,0,0.143,0.0518,0.0,0.168,0.4,142.059
Ariana Grande ,R.E.M,1xWH8zYtDeS9mW1JJG23VZ,0.831,0.485,10,-6.677,0,0.15,0.375,1.47e-05,0.118,0.622,80.022
Lil Baby ,All In,0zlru783fmr588D5RY9ERU,0.837,0.663,11,-6.434,1,0.334,0.0762,0.0,0.0941,0.293,95.081
Future ,Blood On the Money,2KBzUcKeNdsujWiK3djHvd,0.704,0.431,8,-7.893,1,0.131,0.185,0.0972,0.249,0.346,146.003
Ciara ,"One, Two Step",7uKcScNXuO3MWw6LowBjW1,0.944,0.511,5,-10.96,0,0.161,0.042,0.00107,0.0379,0.842,113.046
Quavo ,Us vs. Them,6x3gud5JkOSGYJpRUYN1Gg,0.726,0.508,1,-7.67,1,0.0869,0.00124,0.0,0.204,0.173,149.979
Glass Animals ,Tangerine,40rOlDoGejXXF4B0BYsjx8,0.845,0.583,9,-5.948,0,0.0773,0.114,0.000536,0.1,0.842,149.941
John Mayer ,Who You Love,7IByJvSqRFltGyiiIiL4wn,0.694,0.351,9,-10.92,1,0.0382,0.813,0.00165,0.097,0.691,145.907
lovelytheband ,broken,6XcfKZvJio9Z0fQy11GnNX,0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996
Gunna ,life of sin,54o0kiaqwj3yBKYHw4E7FR,0.724,0.549,1,-7.294,1,0.262,0.0376,0.0,0.45,0.175,156.186
Future ,Lookin Exotic,6Mz7ULRwNSCOdut6M3tNs2,0.589,0.63,0,-5.289,1,0.0985,0.0601,0.0,0.102,0.0486,76.494
Dua Lipa ,Cool,2nMOodYNHBAQ3Kc1QNimZU,0.469,0.785,5,-4.015,0,0.0664,0.133,1.55e-06,0.0931,0.79,89.719
Imagine Dragons ,Dream,25DpvTS4zsmLiVLx8Zv3N0,0.346,0.509,1,-7.693,0,0.0514,0.674,7.97e-05,0.0685,0.115,143.437
Tay,K  The Race,3wGXyJGsCf1myH5MooQIqE,0.766,0.606,9,-6.064,1,0.456,0.00266,0.0,0.166,0.352,160.223
Dermot Kennedy ,Outnumbered,6UjZ2Yx2g2a52XxiA8ONxZ,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85
Bee Gees ,Stayin' Alive  2007 Remastered Version Saturday Night Fever,3mRM4NM8iO7UBqrSigCQFH,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564
Denzel Curry ,Troubles [Feat. TPain],5gAYHuWkL18ccsxM6akJXP,0.78,0.751,7,-4.681,0,0.177,0.546,3.36e-05,0.176,0.899,180.008
Oliver Tree ,Alien Boy,3BIIJgBJJ7NhhCv4MI6n7w,0.792,0.576,1,-7.046,1,0.132,0.0597,0.0,0.186,0.52,130.135
Earl Sweatshirt ,The Mint,5uLZ3YIQGC0mOk6q3lJ6Ng,0.417,0.731,11,-4.989,1,0.265,0.00525,0.0352,0.621,0.575,134.003
6ix9ine ,KOODA,40LaNujg5lvImKt0N4xDge,0.889,0.626,1,-4.666,1,0.347,0.187,0.0,0.218,0.193,91.196
YoungBoy Never Broke Again ,Seeming Like It,0eGvris9sYZMOsTMHT20Td,0.731,0.439,8,-5.479,1,0.435,0.158,0.0,0.375,0.649,79.824
Ryan Adams ,Style,4HRcQ151h3D8lZFvDMgObi,0.448,0.777,9,-5.121,0,0.0281,0.00029,2.39e-05,0.119,0.349,98.293
The Beatles ,Ticket To Ride  Remastered,7CZiDzGVjUssMSOXrDNYHL,0.519,0.85,9,-6.777,1,0.0678,0.0457,0.0,0.233,0.749,123.419
Calvin Harris ,We Found Love,6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986
Seaside Resort ,Seaside Resort,1XGnAZ31iWXGSjs4IeZCvG,0.425,0.0239,5,-28.171,0,0.0509,0.995,0.956,0.099,0.352,65.869
girl in red ,we fell in love in october,6IPwKM3fUUzlElbvKw2sKl,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96
Young Stoner Life ,That Go!,6rUmUJ2drFemHTH73bFAKQ,0.713,0.575,1,-6.706,1,0.0501,0.00669,0.0,0.169,0.189,145.95
Joey Bada$$ ,The Baddest,60Cti8CrcbEQTmTHq8R0tC,0.553,0.533,5,-9.835,0,0.23,0.502,0.0,0.23,0.715,63.277
OneRepublic ,Love Runs Out,5BJSZocnCeSNeYMj3iVqM7,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022
Alabama Shakes ,Sound & Color,7tHxwM0lDw0FwlCT4VAggT,0.548,0.428,2,-7.399,1,0.0608,0.847,0.608,0.0827,0.181,114.752
Ying Yang Twins ,Get Low,0r2Bul2NuCViraT2zX1l5j,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019
Big Sean ,Why Would I Stop?,46hDiH4YvAWXE04GskkIHS,0.778,0.727,1,-6.115,0,0.0837,0.0212,0.0,0.101,0.218,119.972
Quavo ,LAMB TALK,3nmfktGzQJe0B77Ilcce1o,0.911,0.597,11,-6.517,0,0.273,0.14,0.0,0.116,0.315,142.036
My Chemical Romance ,The Foundations of Decay,6Pif6RkFoYzLygdqktus4Q,0.363,0.67,1,-6.652,0,0.0552,0.000582,0.548,0.317,0.198,150.15
Lil Wayne ,Open Safe,7EgI0dCaQuHFe3OTj5EpWI,0.929,0.598,1,-5.373,1,0.156,0.00705,0.0,0.0549,0.501,96.012
Lil Baby ,Drip Too Hard,78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511
Gorillaz ,Let Me Out,44PelqgstAM0lb8rHPKfHq,0.607,0.785,1,-5.955,0,0.258,0.211,3.34e-06,0.915,0.517,81.087
Lil Peep ,U Said,5365BgI6Fr6agnKQZqPPX1,0.265,0.827,7,-4.661,1,0.104,0.0434,0.0,0.117,0.131,82.021
Mac Miller ,Come Back to Earth,01z2fBGB8Hl3Jd3zXe4IXR,0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507
Jeremih ,oui,0PJIbOdMs3bd5AT8liULMQ,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521
Migos ,Emoji A Chain,0G9rmRmQDFk9O2tzZLyRkc,0.894,0.324,1,-8.24,1,0.179,0.0399,0.0,0.126,0.407,139.972
Playboi Carti ,Pull Up,424qpX6swdUdhLq95cecNu,0.842,0.596,2,-7.569,1,0.3,0.0109,0.000177,0.114,0.57,156.999
Future ,VOODOO,39YXI3na4MIpVZhJj3GFi7,0.499,0.404,1,-9.469,0,0.381,0.0686,1.11e-06,0.125,0.237,77.565
Rod Wave ,Break My Heart,5eSRsILuZOdEz55igfg9qV,0.722,0.483,1,-8.458,1,0.0455,0.00792,0.0,0.0977,0.355,85.007
Twenty One Pilots ,Never Take It,1edgaGx2x2AQeWtL2OPEMW,0.747,0.733,9,-5.724,1,0.0278,0.00997,0.0043,0.0703,0.775,117.973
Childish Gambino ,Have Some Love,0LUzqil3Sjdkm0Spxj8hLB,0.785,0.801,9,-6.495,1,0.0884,0.017,0.0141,0.68,0.951,148.184
Trippie Redd ,Wicked,5mFnYgPkEpr2eoMqvSOXQe,0.812,0.534,4,-6.6,0,0.121,0.0885,1.95e-06,0.141,0.223,98.017
Galantis ,Gold Dust,3lcuERI7leyYwfFGv1ZP5e,0.242,0.746,2,-4.496,1,0.0361,0.00635,0.00397,0.107,0.128,127.997
Gunna ,One Call,3pq5dd3Hwg2uJ3d63v9YRx,0.861,0.481,2,-7.309,1,0.343,0.125,1.38e-05,0.0903,0.188,146.992
Katy Perry ,Roar,27tNWlhdAryQY04Gb2ZhUI,0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003
Ellie Goulding ,Love Me Like You Do,0Cy7wt6IlRfBPHXXjmZbcP,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012
Bo Burnham ,Problematic,54raQ1qeuAqfsQ3A5k7L8A,0.723,0.868,7,-6.015,0,0.0409,0.0294,0.0,0.12,0.925,147.95
Big Shaq ,Man's Not Hot,6X5OFBbrsHRsyO1zP7udgr,0.905,0.884,0,-4.076,1,0.236,0.111,8.31e-05,0.107,0.588,135.048
Daryl Hall & John Oates ,Rich Girl,0qRR9d89hIS0MHRkQ0ejxX,0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519
Jax Jones ,Breathe,0KsB4TwgATg88aXCMBoO3Y,0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985
Playboi Carti ,Punk Monk,5fSZXFOZfPVW9gvnnG4ZVW,0.699,0.408,10,-7.916,0,0.352,0.0145,0.00155,0.123,0.139,76.444
Miley Cyrus ,Bad Mood,6x6cpNDnIpqtaNcXIcGkUs,0.562,0.684,10,-5.285,0,0.0349,0.144,0.0,0.133,0.703,153.99
Don Toliver ,After Party,527k23H0A4Q0UJN3vGs0Da,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948
Herve Pagez ,Spicy  with Diplo & Charli XCX,54z0kLF0skj0Hdb9wCqPJt,0.837,0.818,8,-4.474,0,0.0533,0.0527,0.00642,0.11,0.484,109.993
Meek Mill ,On the Regular,0bLwBXrMd3z96utPHeuQDK,0.781,0.764,2,-3.252,1,0.164,0.0175,0.0,0.102,0.352,146.03
Eric Clapton ,Riding With The King,0U6wNkZaQUTBrCLbhbbRgS,0.46,0.796,9,-6.202,1,0.0335,0.383,0.0,0.258,0.826,204.032
Taylor Swift ,That’s When,7eResoqEJJAVTkQYSqvO3P,0.588,0.608,5,-7.062,1,0.0365,0.225,0.0,0.092,0.508,90.201
Polo G ,First Place,5rSVQzJQ5nMUcFJDkJMfzL,0.656,0.566,0,-9.501,1,0.339,0.0125,0.0,0.0655,0.563,137.215
KYLE ,iSpy,2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,-6.745,1,0.289,0.378,0.0,0.229,0.672,75.016
LANY ,heart won't let me,2IY537C2ecmUMJ46bYQggp,0.607,0.655,0,-8.055,1,0.0341,0.261,0.0,0.114,0.255,136.028
Taylor Swift ,I Knew You Were Trouble.,6FB3v4YcR57y4tXFcdxI1E,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019
Joji ,worldstar money (interlude),0baNzeUcPQnQSagpe8T0mD,0.577,0.387,7,-8.607,1,0.274,0.964,0.705,0.208,0.459,146.565
Lil Nas X ,Old Town Road,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041
Trippie Redd ,Loyalty Before Royalty,3smqlcU3WHhzAKNbfFRi3w,0.808,0.701,2,-4.841,0,0.0984,0.00212,2.1e-05,0.126,0.154,158.066
Bruce Springsteen ,Born in the U.S.A.,0dOg1ySSI7NkpAe89Zo0b9,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093
Bryson Tiller ,Timeless Interlude,6Iw6fQVKZi0fWtEQBrTFcP,0.467,0.429,6,-8.689,0,0.0964,0.815,5.22e-05,0.177,0.24,148.53
DaBaby ,VIBEZ,0fySG6A6qLE8IvDpayb5bM,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187
Big Sean ,Bigger Than Me,6zpXc7WJ3TqYWb02B6sKyF,0.366,0.639,10,-7.98,0,0.101,0.269,0.0,0.29,0.168,83.339
Chance the Rapper ,I Got You (Always and Forever),333OkWOgbV6C8I5wRLfuSx,0.751,0.856,7,-3.29,1,0.267,0.137,0.0,0.12,0.574,101.932
Lorde ,Supercut,6K8VQ84MqhsoakN5MjrnVR,0.562,0.437,0,-10.229,1,0.052,0.219,2.18e-05,0.0806,0.15,124.852
$uicideboy$ ,Escape From BABYLON,12SqxMqtStXppn5fjDYr45,0.796,0.56,6,-6.135,1,0.238,0.127,1.36e-06,0.292,0.698,149.884
Rick Ross ,Trap Trap Trap,1KZ0Xo6Mmeprp1Sw5xCHYz,0.729,0.838,8,-4.476,0,0.313,0.00612,0.0,0.0721,0.349,136.869
King Von ,War,01XvpCU5TnYXaNFrrwm1We,0.915,0.538,11,-5.954,0,0.307,0.00234,0.0,0.124,0.099,131.919
Pitbull ,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022
Drake ,Marvins Room,047fCsbO4NdmwCBn8pcUXl,0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519
Lil Wayne ,Sights And Silencers (ft. The Dream),4JPSDfkcSSuvKLzsOS3RwU,0.766,0.398,6,-8.189,1,0.0303,0.493,0.00118,0.119,0.092,125.051
A Boogie Wit da Hoodie ,Demons and Angels,3L19besdNQzd342qL78xqm,0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503
Nico & Vinz ,That's How You Know,3icbmPGKTsKAa0IinkizCM,0.769,0.437,1,-6.406,1,0.0363,0.44,0.0,0.116,0.737,103.921
ScHoolboy Q ,Gang Gang,6kqPWdv1pNXp6A2CowGSFA,0.832,0.491,8,-5.721,1,0.109,0.0157,1.34e-05,0.651,0.0561,129.979
Eminem ,Phenomenal,5lyWuTW3zjzc9o9oeiAgrM,0.638,0.842,1,-2.405,0,0.0461,0.156,0.0,0.0658,0.0454,121.135
Luke Combs ,Lovin' On You,0nYvjcSlCgjcwogQAwIwNp,0.572,0.949,4,-4.865,1,0.06,0.00165,0.000195,0.163,0.53,118.974
Tai Verdes ,AOK,1sx0XsWUusUoPstbvokZjP,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488
Drake ,Girls Love Beyoncé,56NDFbD0tCUawnqeU2wcvv,0.619,0.489,11,-11.25,0,0.46,0.782,0.0,0.106,0.328,126.046
A Boogie Wit da Hoodie ,Numbers,733c1CWmIGymoQXdp7Us88,0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503
Eminem ,Chloraseptic,756ZV0boQJ6Kbk3WFBuVjD,0.887,0.725,2,-6.534,1,0.295,0.159,0.0,0.333,0.441,135.95
Metro Boomin ,Only 1 (Interlude),4cEqoGTqPRZy76Yl3ymj3V,0.317,0.239,1,-12.036,0,0.0331,0.744,0.0,0.169,0.391,78.251
Chuck Berry ,Johnny B. Goode,2QfiRTz5Yc8DdShCxG1tB2,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983
Drake ,Know Yourself,5InOp6q2vvx0fShv3bzFLZ,0.72,0.412,11,-8.687,0,0.223,0.196,0.0,0.342,0.179,114.408
The Weeknd ,Phantom Regret by Jim,1NlK2NtpuUazpziLhnJwEV,0.394,0.519,9,-11.042,0,0.0465,0.75,0.195,0.129,0.241,110.113
Imagine Dragons ,Follow You,0LtkAAEpEp1lkLX1ZvjHZb,0.544,0.732,9,-5.984,1,0.0524,0.00197,5.06e-05,0.486,0.45,124.875
The Chainsmokers ,Hope,4BiiOzZCrXEzHRLYcYFiD5,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941
Future ,Afterlife,4hEbkVAl2qRs8vZy03tsDi,0.577,0.488,11,-8.252,1,0.418,0.0895,1.1e-05,0.103,0.115,108.238
Denzel Curry ,WISH Feat. Kiddo Marv,0shSP8DgseLewHgAiMC4UL,0.655,0.766,5,-6.746,0,0.0736,0.234,0.0,0.425,0.622,95.017
X Ambassadors ,Renegades,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052
Louis The Child ,So What,3By9IFm4E2BvKQygT04O8g,0.799,0.791,2,-5.173,1,0.109,0.3,0.00089,0.104,0.651,119.993
NAV ,Overdose,6YgrljJlEvTQonUIw0KXwm,0.927,0.72,8,-4.627,1,0.117,0.0589,0.0,0.108,0.441,100.005
Halsey ,Darling,39nc7C7C7iIJtVAlNznst7,0.538,0.284,0,-9.681,1,0.0314,0.845,0.0,0.211,0.581,86.973
Måneskin ,Beggin',3Wrjm47oTz2sjIgck11l5e,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002
21 Savage ,Mad Stalkers,6HR1z11h0ROUlWP4Kx8Z7G,0.9,0.365,10,-6.395,0,0.236,0.147,0.185,0.179,0.136,135.004
XXXTENTACION ,$$$  with Matt Ox,65u1dHQyQyE4y4aN2eDmMF,0.774,0.507,1,-6.952,0,0.065,0.0636,0.0,0.138,0.508,140.067
Daddy Yankee ,X ÚLTIMA VEZ,48AJSd42lXpicsGqcgopof,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04
Mac Miller ,Programs,1883mCuSqnfnrWoq8i3myH,0.88,0.569,10,-6.517,0,0.221,0.0809,5.82e-05,0.214,0.474,134.924
Juice WRLD ,Cigarettes,1CfuBY3BDdKpooQ9L5zgUc,0.587,0.614,2,-6.344,1,0.0435,0.0306,0.0,0.399,0.451,160.075
Rihanna ,Consideration,6t90Z9XkdsHD8xMxro6KRP,0.883,0.584,7,-2.102,0,0.0465,0.0392,4.39e-06,0.0869,0.784,144.975
Hailee Steinfeld ,Let Me Go,5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07
